"StichtagDat","StichtagDatJahr","StichtagDatMM","DatenstandCd","HundenameText","GebHundDatJahr","SexHundCd","SexHundLang","SexHundSort","AnzHunde"
2019-12-31,2019,12,"D","Lubasa",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bubi",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Luba",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Luana",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bubi",2016,"1","männlich",1,1
2019-12-31,2019,12,"D","Luana",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lua",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bubi",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Lua",2018,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lua",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bubi",2011,"1","männlich",1,1
2019-12-31,2019,12,"D","Lover du Lilas Pourpre",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Louve(Topwater Choice of Love)",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bubi",2006,"1","männlich",1,1
2019-12-31,2019,12,"D","Lousiayasri",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Loulou",2018,"2","weiblich",2,1
2019-12-31,2019,12,"D","Buba",2001,"2","weiblich",2,1
2019-12-31,2019,12,"D","Louis Vuitton",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Louis (Yuri) aus dem Farbtopf",2019,"1","männlich",1,1
2019-12-31,2019,12,"D","Brünett",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Louis (Simply the best...)",2018,"1","männlich",1,2
2019-12-31,2019,12,"D","Louis (Kip-Lui)",2009,"1","männlich",1,1
2019-12-31,2019,12,"D","Brösmeli",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Louis",2016,"1","männlich",1,2
2019-12-31,2019,12,"D","Louis",2015,"1","männlich",1,3
2019-12-31,2019,12,"D","Brutus",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Louis",2013,"1","männlich",1,2
2019-12-31,2019,12,"D","Louis",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Brutus",2011,"1","männlich",1,1
2019-12-31,2019,12,"D","Louis",2011,"1","männlich",1,1
2019-12-31,2019,12,"D","Louis",2010,"1","männlich",1,2
2019-12-31,2019,12,"D","Bruno Taschenbier",2019,"1","männlich",1,1
2019-12-31,2019,12,"D","Louis",2007,"1","männlich",1,1
2019-12-31,2019,12,"D","Louis",2006,"1","männlich",1,2
2019-12-31,2019,12,"D","Bruno",2017,"1","männlich",1,3
2019-12-31,2019,12,"D","Louie",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Louffy",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bruno",2016,"1","männlich",1,1
2019-12-31,2019,12,"D","LouLou",2018,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lou lou",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bruno",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Lou (Zaiba Zulim von Fargerit)",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lou (Tina)",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bruno",2014,"1","männlich",1,2
2019-12-31,2019,12,"D","Lou",2019,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lou",2019,"1","männlich",1,1
2019-12-31,2019,12,"D","Bruno",2013,"1","männlich",1,1
2019-12-31,2019,12,"D","Lou",2018,"1","männlich",1,3
2019-12-31,2019,12,"D","Lou",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bruno",2007,"1","männlich",1,1
2019-12-31,2019,12,"D","Lou",2016,"1","männlich",1,1
2019-12-31,2019,12,"D","Lou",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bruna",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lou",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Lou",2014,"2","weiblich",2,2
2019-12-31,2019,12,"D","Brumi",2004,"1","männlich",1,1
2019-12-31,2019,12,"D","Lou",2013,"1","männlich",1,1
2019-12-31,2019,12,"D","Lou",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bruce (Tysson)",2011,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotus neu George",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotus Nero de Soleure",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Bruce",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotto",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotto",2006,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bruce",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotti (Duffy)",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lotti (Amélie)",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bruce",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotti",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lotti",2007,"2","weiblich",2,2
2019-12-31,2019,12,"D","Browny",2009,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotte vom Muslibach",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lotte Bella",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Brownie",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lotte (Waywood Take it easy)",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lotte",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Brownie",2016,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotte",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lotte",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Brownie",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotta von Kobernausserwald",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lotta Bua",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Brownie",2011,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotta (Clara)",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lotta",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Brooke",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lotta",2010,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lotta",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bronson",2019,"1","männlich",1,1
2019-12-31,2019,12,"D","Lotta",2005,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lory",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bronco",2016,"1","männlich",1,1
2019-12-31,2019,12,"D","Loris Laurentius",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Lorin",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Brok",2010,"1","männlich",1,1
2019-12-31,2019,12,"D","Lori",2018,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lori",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Broh",2019,"1","männlich",1,1
2019-12-31,2019,12,"D","Loren",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lord Sinclair",2009,"1","männlich",1,1
2019-12-31,2019,12,"D","Broccoli",2005,"1","männlich",1,1
2019-12-31,2019,12,"D","Lord Nelson",2010,"1","männlich",1,1
2019-12-31,2019,12,"D","Looper of Bloodline",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Bro",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Loona",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Loona",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Britta",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","London",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Loma",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Briscilla",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lolo (Rando von Britho)",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Lolly-Jolly",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Brisa",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lolly",2019,"1","männlich",1,1
2019-12-31,2019,12,"D","Lolli",2007,"2","weiblich",2,1
2019-12-31,2019,12,"D","Brio",2007,"1","männlich",1,1
2019-12-31,2019,12,"D","Lolita",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lolilla",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Briciola",2006,"2","weiblich",2,1
2019-12-31,2019,12,"D","Loli",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lola Stella",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Briciola",2002,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lola (Lilli)",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lola (Lila)",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bretzel (Xiro)",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Lola (Lecce)",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lola (Beluna-Tatina)",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Brendan",2008,"1","männlich",1,1
2019-12-31,2019,12,"D","Lola",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lola",2018,"2","weiblich",2,1
2019-12-31,2019,12,"D","Brenda (Aurora)",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lola",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lola",2016,"2","weiblich",2,3
2019-12-31,2019,12,"D","Brenda",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lola",2015,"2","weiblich",2,4
2019-12-31,2019,12,"D","Lola",2014,"2","weiblich",2,2
2019-12-31,2019,12,"D","Brembo",2010,"1","männlich",1,1
2019-12-31,2019,12,"D","Lola",2013,"2","weiblich",2,3
2019-12-31,2019,12,"D","Lola",2012,"2","weiblich",2,8
2019-12-31,2019,12,"D","Breeze",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lola",2010,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lola",2004,"2","weiblich",2,3
2019-12-31,2019,12,"D","Brave",2019,"1","männlich",1,1
2019-12-31,2019,12,"D","Loki",2019,"1","männlich",1,1
2019-12-31,2019,12,"D","Loki",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Brauni",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Loki",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Loki",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Brauni",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Loki",2005,"2","weiblich",2,1
2019-12-31,2019,12,"D","Loka",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bratan von Diessenhofen",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Logan",2016,"1","männlich",1,1
2019-12-31,2019,12,"D","Logan",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Brandy",2006,"1","männlich",1,1
2019-12-31,2019,12,"D","Logan",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Locks",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Branco",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Locita",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Locco",2006,"1","männlich",1,1
2019-12-31,2019,12,"D","Branca",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Loca",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lobos",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Boza",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Loba",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Loba",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boyka",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lizzy",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lizi",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bowser",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Liza",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Livi (Grey)",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bowie",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Liva",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Liv Lia",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bowie",2013,"1","männlich",1,1
2019-12-31,2019,12,"D","Liv",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Litzi",2005,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bout de Chou",2009,"1","männlich",1,1
2019-12-31,2019,12,"D","Little Rafferty",2013,"1","männlich",1,1
2019-12-31,2019,12,"D","Little Lexi Quinta vom Sonnenbühl",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boulie",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Little Bullys of the Khordad Amber-Rose",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Little Bullys of the Khordad Ace",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Boubou",2009,"1","männlich",1,1
2019-12-31,2019,12,"D","Lissy",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lisi",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boszi",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lisa",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lisa",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boss",2016,"1","männlich",1,2
2019-12-31,2019,12,"D","Lisa",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lisa",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boss",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Lisa",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lisa",2005,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bosco",2010,"1","männlich",1,1
2019-12-31,2019,12,"D","Liro",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Lira",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Borre",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Lionel",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Lion-Cabbar",2010,"1","männlich",1,1
2019-12-31,2019,12,"D","Born in the USA Brynn",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lion",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Lion",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Bori van Millus (Balto)",2013,"1","männlich",1,1
2019-12-31,2019,12,"D","Lion",2013,"1","männlich",1,1
2019-12-31,2019,12,"D","Lion",2010,"1","männlich",1,1
2019-12-31,2019,12,"D","Boomer",2009,"1","männlich",1,1
2019-12-31,2019,12,"D","Lion",2008,"1","männlich",1,1
2019-12-31,2019,12,"D","Lio / Mafia",2011,"1","männlich",1,1
2019-12-31,2019,12,"D","Boogy",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Lio",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Lio",2015,"1","männlich",1,2
2019-12-31,2019,12,"D","Boo",2017,"1","männlich",1,2
2019-12-31,2019,12,"D","Lio",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Lio",2010,"1","männlich",1,1
2019-12-31,2019,12,"D","Boo",2016,"1","männlich",1,1
2019-12-31,2019,12,"D","Lio",2006,"1","männlich",1,1
2019-12-31,2019,12,"D","Linus",2016,"1","männlich",1,1
2019-12-31,2019,12,"D","Boo",2013,"1","männlich",1,1
2019-12-31,2019,12,"D","Linus",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Linus",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Bonsai von den Glückspfoten",2011,"1","männlich",1,1
2019-12-31,2019,12,"D","Linus",2007,"1","männlich",1,1
2019-12-31,2019,12,"D","Linus",2004,"1","männlich",1,1
2019-12-31,2019,12,"D","Bonsai",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Linos",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Lino (Stoner)",2019,"1","männlich",1,1
2019-12-31,2019,12,"D","Bonsai",2007,"1","männlich",1,1
2019-12-31,2019,12,"D","Lino (Sabio de Mahalanme)",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Lino (Edgar af Tyrfing)",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Bonsa",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lino",2019,"1","männlich",1,1
2019-12-31,2019,12,"D","Lino",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Bono v. Egelsee",2010,"1","männlich",1,1
2019-12-31,2019,12,"D","Lino",2017,"1","männlich",1,3
2019-12-31,2019,12,"D","Lino",2016,"1","männlich",1,1
2019-12-31,2019,12,"D","Bono",2016,"1","männlich",1,1
2019-12-31,2019,12,"D","Lino",2015,"1","männlich",1,2
2019-12-31,2019,12,"D","Lino",2014,"1","männlich",1,2
2019-12-31,2019,12,"D","Bono",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Lino",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Link",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Bono",2008,"1","männlich",1,1
2019-12-31,2019,12,"D","Line",2007,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lindus Junior",2011,"1","männlich",1,1
2019-12-31,2019,12,"D","Bono",2007,"1","männlich",1,1
2019-12-31,2019,12,"D","Linda / Pitschuli",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Linda",2018,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bono",2006,"1","männlich",1,2
2019-12-31,2019,12,"D","Linda",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Linda",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonny",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Linda",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Linda",2012,"2","weiblich",2,3
2019-12-31,2019,12,"D","Bonny",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Linda",2010,"2","weiblich",2,2
2019-12-31,2019,12,"D","Linda",2005,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonnie v. d. Walsburg",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Linda",2004,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lina",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonnie Bonita",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lina",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lina",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonnie (Kremmi)",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lina",2007,"2","weiblich",2,1
2019-12-31,2019,12,"D","Limon (Rambo)",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Bonnie",2019,"2","weiblich",2,2
2019-12-31,2019,12,"D","Limecastle's Quiro",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Lime Juice Frozen of Creek",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonnie",2017,"2","weiblich",2,2
2019-12-31,2019,12,"D","Limba",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lima",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonnie",2015,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lima",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lily Van Freudenberg",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonnie",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lily Rose",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lily",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonnie",2007,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lily",2012,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lily",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonni of Clermont",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Lily",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lily",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonni",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lily",2006,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lily",2005,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonnetime",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Lilu",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilu",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonitta",2004,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilou",2014,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lilou",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonito",2014,"1","männlich",1,1
2019-12-31,2019,12,"D","Lilo-Lava vom Thungschneit",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilo",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonita v Buchegg",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilo",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilly Hilaria v. Margelchopf",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonita",2010,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lilly Fee",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilly (Call me Cheeky)",2018,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonita",2007,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilly",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilly",2018,"2","weiblich",2,2
2019-12-31,2019,12,"D","Bonita",2004,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilly",2017,"2","weiblich",2,3
2019-12-31,2019,12,"D","Lilly",2016,"2","weiblich",2,3
2019-12-31,2019,12,"D","Boni",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilly",2015,"2","weiblich",2,3
2019-12-31,2019,12,"D","Lilly",2014,"2","weiblich",2,3
2019-12-31,2019,12,"D","Bongo",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Lilly",2013,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lilly",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bongio",2010,"1","männlich",1,1
2019-12-31,2019,12,"D","Lilly",2010,"2","weiblich",2,3
2019-12-31,2019,12,"D","Lilly",2009,"2","weiblich",2,3
2019-12-31,2019,12,"D","Boney",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Lilly",2008,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lilly",2006,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boneca",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lillifee",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilli (Lajla)",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boncuk",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilli (Goldenberry)",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilli",2018,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bonaventure",2006,"1","männlich",1,1
2019-12-31,2019,12,"D","Lilli",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilli",2009,"2","weiblich",2,3
2019-12-31,2019,12,"D","Bonaparte",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Lilla",2015,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lilla",2003,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bommel",2013,"1","männlich",1,1
2019-12-31,2019,12,"D","Lilirose",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lili-Lou",2013,"2","weiblich",2,2
2019-12-31,2019,12,"D","Bomani",2009,"1","männlich",1,1
2019-12-31,2019,12,"D","Lili",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lili",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boma",2008,"1","männlich",1,1
2019-12-31,2019,12,"D","Lili",2014,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lili",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bom",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Lili",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lili",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bolt",2009,"1","männlich",1,1
2019-12-31,2019,12,"D","Lili",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lili",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boliukos",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Lila (Annie)",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lila",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bolinhas",2013,"1","männlich",1,1
2019-12-31,2019,12,"D","Lila",2015,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lila",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bolinha",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lila",2009,"2","weiblich",2,1
2019-12-31,2019,12,"D","Liko-Liwanu-Kenaj",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Bolimhas",2012,"1","männlich",1,1
2019-12-31,2019,12,"D","Liesl (Tala)",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lielou",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bolero Classic",2013,"1","männlich",1,1
2019-12-31,2019,12,"D","Licia",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Liberty",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bolero",2006,"1","männlich",1,1
2019-12-31,2019,12,"D","Liberty",2008,"1","männlich",1,1
2019-12-31,2019,12,"D","Lia vom Ghei",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boki",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Lia",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lia",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bogár",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lia",2014,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lia",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bogyo",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Lia",2011,"2","weiblich",2,2
2019-12-31,2019,12,"D","Lia",2010,"2","weiblich",2,1
2019-12-31,2019,12,"D","Bogar",2011,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lia",2008,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lhasa",2010,"1","männlich",1,1
2019-12-31,2019,12,"D","Bodhi",2018,"1","männlich",1,1
2019-12-31,2019,12,"D","Lhakyi",2005,"1","männlich",1,1
2019-12-31,2019,12,"D","Leyno (Nero)",2017,"1","männlich",1,1
2019-12-31,2019,12,"D","Boby Prinz",2015,"1","männlich",1,1
2019-12-31,2019,12,"D","Leyla (Fleur Levana)",2016,"2","weiblich",2,1
2019-12-31,2019,12,"D","Leyla",2017,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boby (Zorro)",2005,"1","männlich",1,1
2019-12-31,2019,12,"D","Leyla",2013,"2","weiblich",2,1
2019-12-31,2019,12,"D","Ley",2019,"2","weiblich",2,1
2019-12-31,2019,12,"D","Boby",2009,"1","männlich",1,2
2019-12-31,2019,12,"D","Lexy",2012,"2","weiblich",2,1
2019-12-31,2019,12,"D","Lexy",2007,"2","weiblich",2,1
